"titulo","cdd","Criado_por","Observação","Tipo","Enviado para SIBI","Normalizado","Remissiva"
"BAIRROS - HISTÓRIA (SÃO PAULO)","918.161","7096021","","","","Normalizado",""
"BAKHTIN, Mikhail M. (1895-1975)","401 B142","","","Autor","","",""
"BALANÇA DE PAGAMENTOS","382.17","fflch","","Assunto","","",""
"Bali","915.989","fflch","","Assunto","","",""
"BANCOS E OPERAÇÕES BANCÁRIAS","332.1","fflch","","Assunto","","",""
"Bangladesh","915.492","fflch","","Assunto","","",""
"Barbados","917.2981","fflch","","Assunto","","",""
"BARE - DIALETO - TARIANA","498.3","","","","","",""
"BARRANCAS (Sociedades primtivas)","301.72","fflch","","Assunto","","",""
"BARRETO, TOBIAS. 1839-1889","869.9142","","","","","",""
"BASCO - LINGUA","499.92","","","","","",""
"Basílio, Santo, Bispo de Cesaréia   ca.329 - 379","189.2 B312","2508542","","","","","Saint Basil the Great Basil of Caesarea"
"BATISMO","265.1","fflch","","Assunto","","",""
"BATISTAS","286","fflch","","Assunto","","",""
"Bayle, Pierre (Pierre Bayle (1647-1706)","194.2 B358","","","","","",""
"BEATO de Liébana (?-798)","","","Sem atribuição de notação fixa para o autor (22/7/11)","Autor","","",""
"Beauvoir, Simone de  1908-1986","843 B352","2508542","","","","",""
"BEHAVIORISMO","150.1943","fflch","","Assunto","","",""
"Beiträge zu Friedrich Nietzsche","193.9 N677bd","","","Coleção","","",""
"Belarus","914.78","fflch","","Assunto","","",""
"Bélgica","914.93","fflch","","Assunto","","",""
"Beliza","917.282","fflch","","Assunto","","",""
"Belles Lettres (Universites de France)","","","vide: COLLECTION DES UNIVERSITÉS DE FRANCE DÉJÀ PARUS","Coleção","","",""
"BELO (Estética)","111.85","fflch","","Assunto","","",""
"BEM-ESTAR SOCIAL","362361.3 (*)","fflch","","Assunto","","",""
"Bendetto da Norcia (Nórcia ca.480-ca.547) v. BENTO de Núrsia (ca.480-ca.547)","","","","Autor","","",""
"BENEDITINOS","255.1271.1    -  na história da igreja","fflch","","Assunto","","",""
"BENEFÍCIOS DOS TRABALHADORES","331.255","fflch","","Assunto","","",""
"Benelux v. (Países Baixos) Bélgica, Holanda e Luxemburgo","","fflch","","Assunto","","",""
"Benin","916.683","fflch","","Assunto","","",""
"BENJAMIN, Walter, crítico e filósofo alemão (1892-1940)","193 B468","fflch","","Autor","","",""
"BENTO de Núrsia (ca.480-ca.547)","189.2 I346","","","Autor","","",""
"BENTO, Santo, Abade de Monte Cassino (ca.480-ca.547) v. BENTO de Núrsia (ca.480-ca.547)","","","","Autor","","",""
"Berdyaev, Nicolas (1874-1948)","197 B486","","","","","",""
"BERGSON, Henri, filósofo francês (1859-1941)","194.91 B499","fflch","","Autor","","",""
"BERKELEY, George, bispo e filósofo irlandês (1685-1753)","192.3 B512","fflch","","Autor","","",""
"BERLIN, Isaiah (1909-1997)","192","","","Autor","","",""
"Bermudas","917.299","fflch","","Assunto","","",""
"Bernardo Silvestre (Bernardus Silvestris) c.1100- c.1165- c.1075- c.1126 ou c.1136","189 B523","","","Assunto","","",""
"Bernstein, Richard J. (1932-)","191 B531","","","","","",""
"Bertolt Brecht","832","","832 B841","Autor","","",""
"BÍBLIA","220","fflch","","Assunto","","",""
"BÍBLIA (Comentários)","220.7","fflch","","Assunto","","",""
"BÍBLIA (Eclesiaste)","223.8","","","Assunto","","",""
"BÍBLIA (Gênesis)","222.11","","","Assunto","","",""
"BÍBLIA (Profecias)","220.15","","","Assunto","","",""
"BÍBLIA (Septuagenty)","221.48","","","Assunto","","",""
"BÍBLIA HEBRAICA","220.44","","","Assunto","","",""
"BIBLIOTECA DE PATRISTICA (Coleção em Espanhol) (Ed. Ciudad Nueva)","189.2 B582 v.","","","Coleção","","",""
"BIBLIOTHECA SCRIPTORUM GRAECORUM ET ROMANORUM TEUBNERIANA (BT)","870 T33 v.","","Latim","Coleção","","",""
"BIBLIOTHECA SCRIPTORUM GRAECORUM ET ROMANORUM TEUBNERIANA (BT)","880 T33 v.","","Grego","Coleção","","",""
"BIBLIOTHEQUE AUGUSTINIENNE (Oeuvres de Saint Augustin) (Coleção em Francês e Latim) (Institut d'Ètudes Augustiniennes)","189.2 A275baF v.","","","Coleção","","",""
"BICHAT, Xavier (1771-1802)","574.1 B583","","","Autor","","",""
"Bielorrussia v. Belarus","","fflch","","Assunto","","",""
"BILAC, OLAVO. 1865-1918","869.9148","","","","","",""
"BILINGUISMO","404.2","","","","","",""
"BIOCLIMATOLOGIA","577.22","fflch","","Assunto","","",""
"BIOGEOGRAFIA","615578.09 (*)","fflch","","Assunto","","",""
"BIOGEOGRAFIA DE ÁGUA DOCE","578.09","fflch","","Assunto","","",""
"BIOGEOGRAFIA MARINHA","578.09","fflch","","Assunto","","",""
"BIOGEOMORFOLOGIA","578.09","fflch","","Assunto","","",""
"BIOGEOQUÍMICA","577.14","fflch","","Assunto","","",""
"BIOLOGIA","957570 (*)","fflch","","Assunto","","",""
"BIOMETEREOLOGIA","577.22","fflch","","Assunto","","",""
"BION, poeta lírico grego","884.7","fflch","","Autor","","",""
"BIOSFERA","333.95","fflch","","Assunto","","",""
"Bipartidarismo v. SISTEMA BIPARTIDÁRIO","","fflch","","Assunto","","",""
"Birmânia v. Myanma","","fflch","","Assunto","","",""
"BISPOS E ARCEBISPOS","262.12","","","","","",""
"Blackwell Companions to American History","973 B632h v...","","","Coleção","","",""
"BLACKWELL COMPANIONS TO CONTEMPORARY ECONOMICS","330 B632 v.","","","Coleção","","",""
"BLACKWELL COMPANIONS TO PHILOSOPHY","109 B632 v.","","","Coleção","","",""
"BLOCH, Ernst, filósofo alemão (1885-1921)","193","fflch","","Autor","","",""
"BLOQUEIO ECONÔMICO","382.53","fflch","","Assunto","","",""
"BOCAGE, MANUEL MARIA B. DU. 1765-1805","869.148","","","","","",""
"Boécio de Dácia","189.4 Bo669","","SÉCULO 13","Autor","","",""
"BOÉCIO, senador e escritor romano (470-526)","189.4","fflch","","Autor","","",""
"BOIA-FRIA","331.54331.544 (*)","fflch","","Assunto","","",""
"BOICOTES INTERNACIONAIS","327.117","fflch","","Assunto","","",""
"BOLCHEVISMO","335.43","fflch","","Assunto","","",""
"Bolívia","918.4","fflch","","Assunto","","",""
"Bonaire v. Ilhas das Antilhas Holandesas","","fflch","","Assunto","","",""
"BONAPARTISMO","321.8","fflch","","Assunto","","",""
"Bornéu (Conjunto de)","915.983","fflch","","Assunto","","",""
"BORORO - LINGUA","498.5","","","","","",""
"BOROROS - GRAMATICA","498.2","","","","","",""
"Bósnia-Herzegovina","914.9742","fflch","","Assunto","","",""
"BOSTON STUDIES (Coleção)","501/B747/v.","fflch","","Coleção","","",""
"Botsuana","916.883","fflch","","Assunto","","",""
"Bougainville","919.592","fflch","","Assunto","","",""
"Bramanismo v. HINDUÍSMO","","fflch","","Assunto","","",""
"BRANCOS (Grupos Étnicos)","305.8","fflch","","Assunto","","",""
"Brasil","918.1","fflch","","Assunto","","",""
"BRASILIANA, Série Grande Formato (Coleção)","981/B823gs/v.","fflch","","Coleção","","",""
"BREJOS","551.482","fflch","","Assunto","","",""
"Brill's Companions to the Christian Tradition","274.02 B857","","","Coleção","","",""
"BRITISH PHILOSOPHERS AND THEOLOGIANS OF THE 17TH AND 18TH CENTURY","192 B862 v.","","","Coleção","","",""
"Brunei","915.955","fflch","","Assunto","","",""
"BRUNO, Giordano, pensador e escritor italiano (1548-1600)","195","fflch","","Autor","","",""
"Bruxaria, v. FEITIÇARIA","","fflch","","Assunto","","",""
"BUDISMO","294.3","fflch","","Assunto","","",""
"BUFFON (Georges-Louis Leclerc, conde de Buffon) (1707-1788)","570.1 B929","","","Autor","","",""
"Bulgária","914.99","fflch","","Assunto","","",""
"BUMBA MEU BOI","398.2","fflch","","Assunto","","",""
"Burguesia (Classes sociais) v. CLASSE MÉDIA","","fflch","","Assunto","","",""
"BURGUESIA (Sistemas políticos)","323.32","fflch","","Assunto","","",""
"BURKE, Edmund (1729-1797)","192.9 B959","","USADO PARA Berk, Edmund","Autor","Não enviado","Não normalizado",""
"Burkina-Fasso","916.625","fflch","","Assunto","","",""
"Burna v. Myanma","","fflch","","Assunto","","",""
"BUROCRACIA (Administração pública)","351.001","fflch","","Assunto","","",""
"BUROCRACIA (Interação social)","302.35","fflch","","Assunto","","",""
"Burundi","916.7572","fflch","","Assunto","","",""
"Butão","915.498","fflch","","Assunto","","",""
"CABALA","296.16","fflch","","Assunto","","",""
"CABANIS (Pierre-Jean-Georges Cabanis) (1757-1808)","145 C112","","","Autor","","",""
"Cabo da Boa Esperança","910.0216524","","","Assunto","","",""
"Cabo Verde","916.658","fflch","","Assunto","","",""
"CACHOEIRAS","551.484","fflch","","Assunto","","",""
"CADERNOS ADENAUER (Coleção)","330/C122/v.","fflch","","Coleção","","",""
"CADERNOS DO NOSSO TEMPO (Coleção)","301.2/C122/v.","fflch","","Coleção","","",""
"Caesar, Caius Julius v. CÉSAR, CAIO JÚLIO","","","VER CÉSAR, CAIO JÚLIO","","","",""
"CAFÉ","633.73","","","","","",""
"CAFÉ (ASPECTOS ECONÔMICOS )- AMERICA CENTRAL","338.17373","bib","","Assunto","","",""
"CAIAPÓ","398.2","fflch","","Assunto","","",""
"CAIÇARA","301.2","fflch","","Assunto","","",""
"Caius Plinius Caecilius Secundus v. PLÍNIO, o moço ca. 62-113","","","VER PLÍNIO,  o moço, ca. 62-113","Autor","","",""
"Caius Sallustius Crispus v. SALÚSTIO, CAIO CRISPO","","","VER SALÚSTIO, CAIO CRISPO","","","",""
"CALDAS BARBOSA, DOMINGOS.","869.912","","","","","",""
"CALÍMACO, gramático e poeta alexandrino (?310-?240 a.C.)","881","fflch","","Autor","","",""
"CALINOS (de Éfeso), poeta lírico grego (séc. VII a.C.)","881.9","fflch","","Autor","","",""
"CALVINISMO","284.2","fflch","","Assunto","","",""
"CÂMARA DOS DEPUTADOS","342342.05 (*)","fflch","","Assunto","","",""
"Camarões","916.711","fflch","","Assunto","","",""
"Camboja","915.96","fflch","","Assunto","","",""
"CAMBRIDGE CLASSICAL TEXTS AND COMMENTARIES","880 C188ct v.","","","Coleção","","",""
"CAMBRIDGE GREEK AND LATIN CLASSICS","880 C188 v.","","","Coleção","","",""
"CAMBRIDGE STUDIES IN LINGUISTICS","410 C188 v.","","","Coleção","","",""
"CAMINHA, ADOLFO FERREIRA. 1867-1897","869.9349","","","","","",""
"CAMÕES, LUIZ VAZ DE. 1524-1580","869.124","","","","","",""
"CAMÕES, LUIZ VAZ DE. 1524-1580","869.223","","","","","",""
"Campanella, Tommaso","195 C186","","","","","",""
"CAMPANHA ELEITORAL","324.9","fflch","","Assunto","","",""
"CAMPESINATO","333331.763 (*)","fflch","","Assunto","","",""
"CAMPINAS","551.453","fflch","","Assunto","","",""
"CAMPO DE CONCENTRAÇÃO","365.34","fflch","","Assunto","","",""
"CAMPONESES","333331.763 (*)","fflch","","Assunto","","",""
"Canadá","917.1","fflch","","Assunto","","",""
"CANAIS FLUVIAIS","551.483","fflch","","Assunto","","",""
"Canal da Mancha","910.0216336","","","Assunto","","",""
"Canal de Moçambique","910.0216525","","","Assunto","","",""
"Canal de Suez","910.0216533","","","Assunto","","",""
"Canal do Panamá","917.2875","fflch","","Assunto","","",""
"Canal do Panamá","917.2875","","","Assunto","","",""
"CANDOMBLÉ","299.673","fflch","","Assunto","","",""
"CANGAÇO","301.45","fflch","","Assunto","","",""
"CANIBALISMO","394.9","fflch","","Assunto","","",""
"CANIONS","551.442","fflch","","Assunto","","",""
"CANTIGAS DE NINAR","398.8","fflch","","Assunto","","",""
"CANTIGAS DE RODA","398.8","fflch","","Assunto","","",""
"CANTO GREGORIANO","783.5","","","Assunto","","",""
"CAOS (Filosofia)","113","fflch","","Assunto","","",""
"CAPITAL (Finanças)","332.041","fflch","","Assunto","","",""
"CAPITAL (Macroeconomia)","339","fflch","","Assunto","","",""
"CAPITALISMO","330.122","fflch","","Assunto","","",""
"CAPITANIAS HEREDITÁRIAS, 1534-1549","981.02","bib","","Assunto","","",""
"CAPUCHINHOS","255.36","fflch","","Assunto","","",""
"Caribe","917.29","fflch","","Assunto","","",""
"CARIBE - DIALETO - VAIVAI","498.4","","","","","",""
"CARNAP, Rudolf, filósofo, matemático e físico alemão (1891-1970)","193.92 (*) C288","fflch","","Autor","","",""
"CARNAVAL","394.25","fflch","","Assunto","","",""
"CARSTE","551.447","fflch","","Assunto","","",""
"CARTAS ALEMÃS (LITERATURA)","836","","","","","",""
"CARTAS ÁRABES (Literatura)","892.76","fflch","","Assunto","","",""
"CARTAS ARMÊNIAS (Literatura)","891.9926","fflch","","Assunto","","",""
"CARTAS BRASILEIRAS","869.96869.965 (tempo atual)","","","","","",""
"CARTAS BRASILEIRAS (LITERATURA) (TEMPO ATUAL)","869.965","","","","","",""
"CARTAS CHINESAS (Literatura)","895.16","fflch","","Assunto","","",""
"CARTAS COREANAS (Literatura)","895.76","fflch","","Assunto","","",""
"CARTAS ESPANHOLAS (LITERATURA)","866","","","","","",""
"CARTAS FRANCESAS (LITERATURA)","846","","","","","",""
"CARTAS GEOGRÁFICAS v. Mapas","","fflch","","Assunto","","",""
"CARTAS GREGAS (Literatura)","886","fflch","","Assunto","","",""
"CARTAS HEBRAICAS (Literatura)","892.46","fflch","","Assunto","","",""
"CARTAS HISPANO-AMERICANAS (LITERATURA)","868.996","","","","","",""
"CARTAS INGLESAS (LITERATURA)","826","","","","","",""
"CARTAS ITALIANAS (LITERATURA)","856","","","","","",""
"CARTAS JAPONESAS (Literatura)","895.66","fflch","","Assunto","","",""
"CARTAS LATINAS (Literatura)","876","fflch","","Assunto","","",""
"CARTAS LATINAS (LITERATURA)","875","","","","","",""
"CARTAS NORTE-AMERICANAS (LITERATURA)","816","","","","","",""
"CARTAS PORTUGUESAS (LITERATURA)","869.6","","","","","",""
"CARTAS ROMENAS (Literatura)","859.6","fflch","","Assunto","","",""
"CARTAS RUSSAS (Literatura)","891.76","fflch","","Assunto","","",""
"CARTÉIS","338.87","fflch","","Assunto","","",""
"CARTOGRAFIA","44526 (*)","fflch","","Assunto","","",""
"Cartografia automatizada v. CARTOGRAFIA DIGITAL","","fflch","","Assunto","","",""
"CARTOGRAFIA DIGITAL","526.0285","fflch","","Assunto","","",""
"CARTOGRAFIA TEMÁTICA","47526 (*)","fflch","","Assunto","","",""
"CARTÓGRAFOS","526.092","","","Assunto","","",""
"CARTOGRAMA","443912 (*)","fflch","","Assunto","","",""
"Cartuxos","255.71271.71 - na história da igreja","2508542","","","","",""
"CARVALHO, VICENTE DE. 1866-1924","869.9149","","","","","",""
"Casamento v. MATRIMÔNIO","","fflch","","Assunto","","",""
"CASSIN, Barbara","194.16 C345","","","Autor","","",""
"CASSIRER, Ernst, filósofo alemão (1874-1945)","193","fflch","","Autor","","",""
"CASTELO BRANCO, CAMILO.","869.356","","","","","",""
"CASTORIADES, Cornelius, filósofo e pensador grego (1922-1997)","190 C354","fflch","","Autor","","",""
"Castoriadis, Cornelius","194.18 C354","","","","","",""
"CASTRO ALVES, ANTONIO DE. 1847-1871","869.9145","","","","","",""
"CATÃO, o Antigo, político romano (237-142 a.C.)","875.1","fflch","","Autor","","",""
"Catarina de Siena (1347-1380)","189.5 C357","","","Assunto","","",""
"CATIMBÓ","299.6","fflch","","Assunto","","",""
"CATOLICISMO","282","fflch","VT. Igreja católica","Assunto","","",""
"CATOLICISMO NO BRASIL","282.81","","","Assunto","","",""
"Catullus, Tibullus and Propertius v. CATULO, TIBULO, PROPÉRCIO","","","VER CATULO, TIBULO E PROPÉRCIO","Autor","","",""
"Catullus, Valerius v. CATULO, VALÉRIO","","","VER CATULO, VALÉRIO","Autor","","",""
"CATULO, VALÉRIO poeta latino (87-54 a.C.)","874.2 C361","fflch","","Autor","","",""
"Cáucaso","914.75","fflch","","Assunto","","",""
"CAUCASOIDES","305.8","fflch","","Assunto","","",""
"CAUDILHISMO","320.5","fflch","","Assunto","","",""
"CAUSAÇÃO (Filosofia)","122","fflch","","Assunto","","",""
"CAVERNAS","734551.447 (*)","fflch","","Assunto","","",""
"CAXINAUÁS (Antropologia)","301.2 K22","7096021","","Assunto","","Normalizado","Índios Kaxinawá"
"Cazaquistão","915.845","fflch","","Assunto","","",""
"Ceará","918.131","","","Assunto","","",""
"Celebes","915.984","fflch","","Assunto","","",""
"CENSOS DEMOGRÁFICOS","304.6","fflch","","Assunto","","",""
"CENTRO TURÍSTICO","338.9741","fflch","","Assunto","","",""
"CENTROS CÍVICOS","307.342","fflch","","Assunto","","",""
"CENTROS HISTÓRICOS","307.334","fflch","","Assunto","","",""
"CERÂMICA (Arqueologia)","571930.1 (*)","fflch","","Assunto","","",""
"CERÂMICA (Arte)","738","fflch","","Assunto","","",""
"CERIMÔNIA DO CHÁ","306.952","bib","","Assunto","","",""
"Cerimoniais religiosos v. RITUAIS RELIGIOSOS","","fflch","","Assunto","","",""
"Cerimonial diplomático v. PROTOCOLO DIPLOMÁTICO","","fflch","","Assunto","","",""
"CERRADO","581.9","fflch","","Assunto","","",""
"CÉSAR, CAIO JÚLIO, general e estadista romano (101-44 a.C.)","878.1","fflch","","Autor","","",""
"CESARISMO","321.9","fflch","","Assunto","","",""
"CESTARIA (Artesanato indígena)","301.2","fflch","","Assunto","","",""
"CETICISMO (FFT/FFI)","186","fflch","","Assunto","","",""
"Chade","916.743","fflch","","Assunto","","",""
"CHARCOS","551.482","fflch","","Assunto","","",""
"Charles Pépin  (1973-)","194.24  P422","2508542","","","","",""
"CHEFE DE ESTADO","324.22","fflch","","Assunto","","",""
"CHEFE DE GOVERNO","324.22","fflch","","Assunto","","",""
"CHEGANÇA","398.2","fflch","","Assunto","","",""
"Chile","918.3","fflch","","Assunto","","",""
"China","915.1","fflch","","Assunto","","",""
"Chipre","915.963","fflch","","Assunto","","",""
"Christina ^c Mirabilis, Santa ^d 1150-1224","","7096021","","Autor","","","Cristina the AstoninshingCristina Mirabiles, Santa"
"CHUVA ÁCIDA","363.7386","fflch","","Assunto","","",""
"CHUVAS","551.577","fflch","","Assunto","","",""
"CÍCERO, MARCO TULIO orador latino (106-43 a.C.)","875.1 C499","fflch","Todas as obras do CICERO ficarão na class. 875.1 C499","Autor","","",""
"Cicero, Marcus Tullius v. CICERO, MARCO TULIO orador latino 106-43 a.C.","","","VER  CICERO, MARCO TULIO orador latino 106-43 a.C.","Autor","","",""
"CICLO HIDROLÓGICO","551.48","fflch","","Assunto","","",""
"CICLONES","551.5513","fflch","","Assunto","","",""
"CICRED SERIES. World Population Year (Coleção)","312/C568p/v.","fflch","","Coleção","","",""
"CIDADANIA","323323.6 (*)","fflch","","Assunto","","",""
"CIDADE (Sociologia)","301.36307.76 (*)","fflch","","Assunto","","",""
"CIÊNCIA COGNITIVA","","","ver CIÊNCIAS COGNITIVAS","","","",""
"Ciência política v. POLÍTICA","","fflch","","Assunto","","",""
"CIÊNCIAS COGNITIVAS","153.4","fflch","","Assunto","","",""
"CIÊNCIAS DA INFORMAÇÃO (interfaces, comunicação)","004.6","fflch","","Assunto","","",""
"Ciências da Terra v. GEOCIÊNCIAS","","fflch","","Assunto","","",""
"CIÊNCIAS SOCIAIS","300","fflch","","Assunto","","",""
"CIÊNCIAS SOCIAIS (Estudo e Ensino)","300.7","fflch","","Assunto","","",""
"CIÊNCIAS SOCIAIS (História)","300.9","fflch","","Assunto","","",""
"CIÊNCIAS SOCIAIS (Metodologia)","300.18","fflch","","Assunto","","",""
"CIÊNCIAS SOCIAIS (Pesquisa)","300.72","fflch","","Assunto","","",""
"CIÊNCIAS SOCIAIS (Teoria)","300.1","fflch","","Assunto","","",""
"CIENTISTAS SOCIAIS (Biografias)","301.92","fflch","","Assunto","","",""
"CIGANOS (Grupos étnicos)","301.451305.891497 (*)","fflch","","Assunto","","",""
"CINEMA","791.43","","","Assunto","","",""
"Cingapura (Geografia)","915.957","fflch","","Assunto","","",""
"CINTURÕES VERDES","307.72","fflch","","Assunto","","",""
"CIPRIANO, Santo Bispo de Cartago (séc. 3-258)","189.2","fflch","","Autor","","",""
"Cirandas v. CANTIGAS DE RODA","","fflch","","Assunto","","",""
"CÍRCULO DE VIENA (Escolas Filosóficas)","193.92","fflch","","Assunto","","",""
"CIRCUNCISÃO","296.4422","fflch","","Assunto","","",""
"CIRILO de Alexandria (ca. 370 — 444) , Patriarca de Alexandria","189.2 C578","","","Autor","","",""
"CIRILO de Jerusalém (ca. 313-386) , Bispo de Jerusalém","189.2 Cj578","","","Autor","","",""
"CISMA (Religião)","262.8","fflch","","Assunto","","",""
"CISTERCIENSE (ORDEM RELIGIOSA)","255.12","","","Assunto","","",""
"CIÚME","179.8","fflch","","Assunto","","",""
"Classe alta v. CLASSE DOMINANTE","","fflch","","Assunto","","",""
"CLASSE BAIXA","305.56","fflch","","Assunto","","",""
"CLASSE DOMINANTE","301.4492305.52 (*)","fflch","","Assunto","","",""
"CLASSE MÉDIA","301.44305.55 (*)","fflch","","Assunto","","",""
"CLASSES SOCIAIS","301.44305.5 (*)","fflch","","Assunto","","",""
"CLASSICI GRECI E LATINI","870 C551 v. (Latim)880 C551 v. (Grego)","","","Coleção","","",""
"CLÁSSICOS CASTELLANOS (Coleção)","860.8/C55/v.","fflch","","Coleção","","",""
"CLÁSSICOS DO PENSAMENTO POLÍTICO","320.1 C614 v.","","","Coleção","","",""
"CLASSIFICAÇÃO DO SOLO","631.44","","","Assunto","","",""
"CLAUDIANO, CLAUDIO poeta latino (356-408)","871.9 C553","fflch","","Autor","","",""
